0.03425814	0.89778412	0
0.03424367	0.89787399	0
0.03422911	0.89796408	0
0.03421447	0.89805439	0
0.03419975	0.89814493	0
0.03418494	0.89823569	0
0.03417005	0.89832668	0
0.03415507	0.89841789	0
0.03414000	0.89850932	0
0.03412485	0.89860098	0
0.03410962	0.89869285	0
0.03409430	0.89878496	0
0.03407889	0.89887728	0
0.03406340	0.89896983	0
0.03404782	0.89906260	0
0.03403216	0.89915559	0
0.03401640	0.89924881	0
0.03400056	0.89934225	0
0.03398464	0.89943591	0
0.03396862	0.89952979	0
0.03395252	0.89962390	0
0.03393633	0.89971823	0
0.03392005	0.89981278	0
0.03390368	0.89990756	0
0.03388722	0.90000255	0
0.03387068	0.90009777	0
0.03385404	0.90019321	0
0.03383732	0.90028887	0
0.03382051	0.90038476	0
0.03380360	0.90048086	0
0.03378661	0.90057719	0
0.03376952	0.90067374	0
0.03375235	0.90077051	0
0.03373508	0.90086751	0
0.03371772	0.90096472	0
0.03370027	0.90106216	0
0.03368273	0.90115982	0
0.03366510	0.90125770	0
0.03364737	0.90135580	0
0.03362956	0.90145412	0
0.03361165	0.90155266	0
0.03359365	0.90165142	0
0.03357555	0.90175041	0
0.03355736	0.90184962	0
0.03353908	0.90194904	0
0.03352070	0.90204869	0
0.03350223	0.90214856	0
0.03348367	0.90224865	0
0.03346501	0.90234896	0
0.03344626	0.90244949	0
0.03342741	0.90255024	0
0.03340847	0.90265121	0
0.03338943	0.90275240	0
0.03337030	0.90285381	0
0.03335107	0.90295544	0
0.03333174	0.90305730	0
0.03331232	0.90315937	0
0.03329280	0.90326166	0
0.03327318	0.90336417	0
0.03325347	0.90346690	0
0.03323366	0.90356985	0
0.03321376	0.90367303	0
0.03319375	0.90377642	0
0.03317365	0.90388003	0
0.03315345	0.90398386	0
0.03313315	0.90408791	0
0.03311275	0.90419217	0
0.03309226	0.90429666	0
0.03307166	0.90440137	0
0.03305097	0.90450629	0
0.03303017	0.90461144	0
0.03300928	0.90471680	0
0.03298828	0.90482238	0
0.03296719	0.90492819	0
0.03294600	0.90503420	0
0.03292470	0.90514044	0
0.03290330	0.90524690	0
0.03288181	0.90535358	0
0.03286021	0.90546047	0
0.03283851	0.90556758	0
0.03281671	0.90567491	0
0.03279480	0.90578246	0
0.03277280	0.90589023	0
0.03275069	0.90599821	0
0.03272848	0.90610642	0
0.03270616	0.90621484	0
0.03268374	0.90632348	0
0.03266122	0.90643233	0
0.03263860	0.90654141	0
0.03261587	0.90665070	0
0.03259304	0.90676021	0
0.03257010	0.90686993	0
0.03254706	0.90697987	0
0.03252391	0.90709004	0
0.03250066	0.90720041	0
0.03247730	0.90731101	0
0.03245384	0.90742182	0
0.03243027	0.90753285	0
0.03240660	0.90764410	0
0.03238282	0.90775556	0
0.03235893	0.90786724	0
0.03233494	0.90797913	0
0.03231084	0.90809124	0
0.03228663	0.90820357	0
0.03226231	0.90831612	0
0.03223789	0.90842888	0
0.03221336	0.90854186	0
0.03218872	0.90865505	0
0.03216398	0.90876846	0
0.03213912	0.90888209	0
0.03211416	0.90899593	0
0.03208908	0.90910999	0
0.03206390	0.90922426	0
0.03203861	0.90933875	0
0.03201321	0.90945345	0
0.03198770	0.90956837	0
0.03196208	0.90968351	0
0.03193635	0.90979886	0
0.03191051	0.90991442	0
0.03188455	0.91003020	0
0.03185849	0.91014620	0
0.03183231	0.91026241	0
0.03180603	0.91037883	0
0.03177963	0.91049547	0
0.03175312	0.91061233	0
0.03172650	0.91072940	0
0.03169976	0.91084668	0
0.03167292	0.91096418	0
0.03164596	0.91108189	0
0.03161888	0.91119982	0
0.03159170	0.91131796	0
0.03156440	0.91143632	0
0.03153698	0.91155489	0
0.03150946	0.91167367	0
0.03148181	0.91179267	0
0.03145406	0.91191188	0
0.03142619	0.91203131	0
0.03139820	0.91215094	0
0.03137010	0.91227080	0
0.03134188	0.91239086	0
0.03131355	0.91251114	0
0.03128511	0.91263163	0
0.03125654	0.91275234	0
0.03122786	0.91287326	0
0.03119907	0.91299439	0
0.03117015	0.91311573	0
0.03114112	0.91323729	0
0.03111198	0.91335906	0
0.03108271	0.91348104	0
0.03105333	0.91360323	0
0.03102383	0.91372564	0
0.03099421	0.91384826	0
0.03096447	0.91397109	0
0.03093462	0.91409414	0
0.03090465	0.91421739	0
0.03087455	0.91434086	0
0.03084434	0.91446454	0
0.03081401	0.91458843	0
0.03078356	0.91471254	0
0.03075299	0.91483685	0
0.03072230	0.91496138	0
0.03069149	0.91508612	0
0.03066055	0.91521107	0
0.03062950	0.91533623	0
0.03059833	0.91546160	0
0.03056703	0.91558718	0
0.03053562	0.91571298	0
0.03050408	0.91583898	0
0.03047242	0.91596520	0
0.03044064	0.91609163	0
0.03040873	0.91621826	0
0.03037670	0.91634511	0
0.03034455	0.91647217	0
0.03031228	0.91659944	0
0.03027988	0.91672692	0
