1.30000000	0.00000000	0
1.29997501	-0.00805995	0
1.29990006	-0.01611959	0
1.29977513	-0.02417861	0
1.29960024	-0.03223670	0
1.29937540	-0.04029355	0
1.29910061	-0.04834885	0
1.29877588	-0.05640229	0
1.29840122	-0.06445356	0
1.29797666	-0.07250236	0
1.29750220	-0.08054837	0
1.29697787	-0.08859129	0
1.29640368	-0.09663079	0
1.29577965	-0.10466659	0
1.29510582	-0.11269836	0
1.29438220	-0.12072580	0
1.29360883	-0.12874860	0
1.29278573	-0.13676644	0
1.29191293	-0.14477904	0
1.29099048	-0.15278606	0
1.29001840	-0.16078722	0
1.28899673	-0.16878219	0
1.28792551	-0.17677067	0
1.28680479	-0.18475236	0
1.28563460	-0.19272695	0
1.28441499	-0.20069413	0
1.28314601	-0.20865359	0
1.28182770	-0.21660504	0
1.28046012	-0.22454816	0
1.27904332	-0.23248264	0
1.27757736	-0.24040819	0
1.27606228	-0.24832450	0
1.27449815	-0.25623126	0
1.27288503	-0.26412818	0
1.27122298	-0.27201494	0
1.26951207	-0.27989124	0
1.26775235	-0.28775678	0
1.26594391	-0.29561127	0
1.26408680	-0.30345439	0
1.26218110	-0.31128584	0
1.26022688	-0.31910533	0
1.25822422	-0.32691256	0
1.25617319	-0.33470721	0
1.25407387	-0.34248900	0
1.25192635	-0.35025763	0
1.24973071	-0.35801279	0
1.24748702	-0.36575419	0
1.24519538	-0.37348153	0
1.24285588	-0.38119452	0
1.24046860	-0.38889285	0
1.23803364	-0.39657623	0
1.23555109	-0.40424436	0
1.23302104	-0.41189696	0
1.23044360	-0.41953373	0
1.22781886	-0.42715437	0
1.22514692	-0.43475858	0
1.22242789	-0.44234609	0
1.21966186	-0.44991659	0
1.21684896	-0.45746980	0
1.21398927	-0.46500542	0
1.21108293	-0.47252317	0
1.20813002	-0.48002276	0
1.20513068	-0.48750389	0
1.20208501	-0.49496628	0
1.19899314	-0.50240965	0
1.19585517	-0.50983370	0
1.19267124	-0.51723816	0
1.18944146	-0.52462273	0
1.18616596	-0.53198713	0
1.18284486	-0.53933109	0
1.17947830	-0.54665432	0
1.17606639	-0.55395653	0
1.17260928	-0.56123745	0
1.16910709	-0.56849679	0
1.16555997	-0.57573428	0
1.16196804	-0.58294964	0
1.15833144	-0.59014259	0
1.15465031	-0.59731286	0
1.15092481	-0.60446017	0
1.14715506	-0.61158424	0
1.14334121	-0.61868480	0
1.13948341	-0.62576158	0
1.13558182	-0.63281430	0
1.13163657	-0.63984270	0
1.12764782	-0.64684650	0
1.12361572	-0.65382544	0
1.11954043	-0.66077925	0
1.11542211	-0.66770766	0
